¿En qué valle se asentaron los antiguos habitantes de La Quemada?,Valle de Malpaso,Valle de México,Valle del Yaqui,Valle de Oaxaca,"El río Juchipila corre cerca de este valle, lo que facilitó la agricultura de la zona."
¿Qué significa el nombre La Quemada según el INAH?,Restos quemados encontrados en el lugar,Lugar de muchas flores,Casa de los vientos,Montaña de agua,Recibió este nombre de los conquistadores debido a las huellas de un gran incendio antiguo.
¿Durante qué periodo aproximado estuvo ocupada La Quemada?,350/400 a 1150 d.C.,1200 a 1521 d.C.,2000 a.C. a 1500 a.C.,1600 a 1800 d.C.,Su ocupación coincidió con el desarrollo de grandes redes comerciales mesoamericanas.
¿Cuándo tuvo La Quemada su máximo apogeo?,600 a 850 d.C.,1521 a 1600 d.C.,1810 a 1821 d.C.,1900 a 1930 d.C.,En esta época llegó a convertirse en un poderoso centro ceremonial y militar regional.
¿Qué construcción famosa existe en La Quemada?,Salón de Columnas,Castillo de Chapultepec,Templo Mayor,Palacio de Bellas Artes,Cuenta con imponentes columnas de piedra que originalmente sostenían un techo techado.
¿Qué forma tradicional tiene una cancha de juego de pelota en La Quemada?,Forma de I,Forma circular,Forma triangular,Forma de estrella,"Este juego tenía un profundo carácter ritual y político, no meramente deportivo."
¿Cómo se llama un basamento destacado de La Quemada?,Pirámide Votiva,Pirámide del Sol,Pirámide de Kukulkán,Pirámide de los Nichos,Tiene una inclinación muy pronunciada y mide más de 10 metros de altura.
¿Qué antigua mina de Zacatecas es hoy un atractivo turístico?,Mina El Edén,Mina de Naica,Mina La Valenciana,Mina Dos Estrellas,Dejó de operar comercialmente en 1960 y reabrió las puertas al turismo en 1975.
¿Qué transporte turístico cruza por el aire parte del Centro Histórico de Zacatecas?,Teleférico,Tranvía subterráneo,Metro,Ferry,"Inaugurado en 1979, fue el primer teleférico de uso turístico en todo México."
¿Qué museo zacatecano guarda una colección de arte internacional donada por un artista local?,Museo Pedro Coronel,Museo Frida Kahlo,Museo Soumaya,Museo Amparo,"Alberga piezas originales de genios mundiales como Picasso, Dalí, Miró y Kandinsky."
¿Qué museo de Zacatecas es famoso por su gran colección de máscaras?,Museo Rafael Coronel,Museo del Estanquillo,Museo de la Revolución,Museo Tamayo,"Contiene una increíble colección de más de 10,000 máscaras de festividades mexicanas."
¿Qué museo zacatecano está dedicado al arte abstracto?,Museo Manuel Felguérez,Museo Nacional de Antropología,Museo del Virreinato,Museo Casa de Carranza,Está ubicado en el bellísimo edificio del antiguo Internado de San Juan de Dios.
¿Qué museo exhibe obras de artistas zacatecanos como Francisco Goitia?,Museo Francisco Goitia,Museo Anahuacalli,Museo Dolores Olmedo,Museo Franz Mayer,El museo rinde homenaje a este pintor guardando sus restos en el patio principal.
¿Qué música acompaña tradicionalmente las callejoneadas zacatecanas?,Tamborazo,Mariachi,Jarana yucateca,Son jarocho,"Se compone tradicionalmente por tambor, clarinete, trompeta y un saxofón."
¿Qué platillo tradicional de Zacatecas suele servirse en celebraciones?,Asado de boda,Cochinita pibil,Mole poblano,Cabrito,Se dice que nació para festejar a las tropas revolucionarias durante sus banquetes.
¿Cuál de estos antojitos se asocia con la cocina zacatecana?,Enchiladas zacatecanas,Tlayudas oaxaqueñas,Cemitas poblanas,Panuchos yucatecos,"Se preparan con tortillas amarillas, salsa de chiles poblanos y van bien gratinadas."
¿Qué dulce típico zacatecano se elabora con fruto de nopal?,Queso de tuna,Cocada,Dulce de camote,Ate de membrillo,"A pesar de llamarse queso, es un dulce completamente vegetal hecho de puro nopal."
¿Qué municipio alberga el Santuario del Santo Niño de Atocha en Plateros?,Fresnillo,Guadalupe,Jerez,Pinos,Es el tercer santuario religioso más visitado de todo el país por sus milagros.
¿Qué zona arqueológica zacatecana también se menciona en materiales turísticos junto a La Quemada?,Altavista,Chichén Itzá,Comalcalco,Yagul,"Destaca por su icónico ""Petroglifo del Águila"" y su diseño de orientación astronómica."
¿Qué cultivo destaca fuertemente en Zacatecas a nivel nacional?,Frijol,Cacao,Vainilla,Henequén,El estado aporta casi el 40% de la producción total de esta legumbre en México.
¿Qué mineral hizo famoso históricamente a Zacatecas?,Plata,Carbón,Oro,Petróleo,Zacatecas fue una de las ciudades mineras más importantes de México.
